,year_produce,brand,model,car_type,gear_type,engine_cap,mileage,old_price
323,2015,Mazda,2,used,Automatic,1.5,107500.0,41800.0
324,2015,Proton,Perdana,used,Automatic,2.0,97500.0,37800.0
325,2021,nan,,used,Automatic,2.0,17500.0,298000.0
326,2013,Volkswagen,Jetta,used,Automatic,1.4,122500.0,22800.0
327,2017,MINI,Clubman,used,Automatic,2.0,42500.0,188888.0
328,2021,nan,,used,Automatic,2.5,72500.0,135800.0
329,2016,Mercedes-Benz,C350 e,used,Automatic,2.0,97500.0,99999.0
330,2016/2017,Audi,Q3,used,Automatic,1.4,77500.0,69588.0
331,2015,Mercedes-Benz,A45 AMG,used,Automatic,2.0,82500.0,163800.0
332,2016,nan,,used,Automatic,2.5,62500.0,58888.0
333,2014,Proton,Saga,used,Automatic,1.3,107500.0,15800.0
334,2019,Proton,Saga,used,Automatic,1.3,72500.0,27800.0
335,2016,Honda,City,used,Automatic,1.5,87500.0,45800.0
336,2018,Perodua,Myvi,used,Automatic,1.3,67500.0,37800.0
337,2013/2014,Honda,Accord,used,Automatic,2.0,132500.0,44800.0
338,2013,Toyota,Vios,used,Automatic,1.5,117500.0,31999.0
339,2014/2016,Land,Rover Range Rover Sport,used,Automatic,3.0,87500.0,199999.0
340,2014,Kia,Sportage,used,Automatic,2.0,122500.0,37999.0
341,2013,Kia,Optima K5,used,Automatic,2.0,97500.0,36999.0
342,2014,Hyundai,Tucson,used,Automatic,2.0,92500.0,35999.0
343,2013/2014,Volkswagen,Golf,used,Automatic,2.0,102500.0,85888.0
344,2015,BMW,320i,used,Automatic,2.0,82500.0,79800.0
345,2019,Honda,Civic,used,Automatic,1.8,72500.0,89800.0
346,2016,Honda,Civic,used,Automatic,1.5,67500.0,86800.0
347,2014,Mercedes-Benz,A200,used,Automatic,1.6,97500.0,75800.0
348,2017/2019,Proton,Perdana,used,Automatic,2.4,72500.0,44800.0
349,2020/2021,Mitsubishi,Triton,used,Automatic,2.4,92500.0,91800.0
350,2016,Honda,Accord,used,Automatic,2.0,82500.0,56800.0
351,2017,Volkswagen,Passat,used,Automatic,1.8,57500.0,53800.0
352,2019,Mercedes-Benz,C200,used,Automatic,1.5,57500.0,151800.0
353,2014,Honda,City,used,Automatic,1.5,142500.0,35800.0
354,2014,Peugeot,208,used,Automatic,1.6,97500.0,19800.0
355,2017,BMW,X1,used,Automatic,2.0,122500.0,88800.0
356,2017,nan,,used,Automatic,2.0,87500.0,159800.0
357,2018,Honda,Jazz,used,Automatic,1.5,87500.0,59800.0
358,2017,MINI,Countryman,used,Automatic,2.0,87500.0,136800.0
359,2014,Audi,Q5,used,Automatic,2.0,87500.0,45800.0
360,2015/2020,Toyota,Harrier,used,Automatic,2.0,82500.0,94800.0
361,2014,Mitsubishi,ASX,used,Automatic,2.0,92500.0,33999.0
362,2015,Mercedes-Benz,E300,used,Automatic,2.1,132500.0,65800.0
363,2013,Hyundai,Sonata,used,Automatic,2.0,107500.0,27999.0
364,2020/2021,Proton,X70,used,Automatic,1.8,72500.0,72800.0
365,2016/2017,Isuzu,D-Max,used,Manual,2.5,77500.0,53800.0
366,2020,nan,,used,Automatic,2.8,32500.0,298000.0
367,2020,Audi,Q7,used,Automatic,3.0,37500.0,438000.0
368,2016,Mazda,3,used,Automatic,2.0,107500.0,49900.0
369,2015,Honda,HR-V,used,Automatic,1.8,107500.0,54800.0
370,2015,Mercedes-Benz,CLA200,used,Automatic,1.6,107500.0,101800.0
371,2014,Toyota,Vios,used,Automatic,1.5,92500.0,43800.0
372,2017,nan,,used,Automatic,2.0,57500.0,158800.0
373,2014,Honda,City,used,Automatic,1.5,77500.0,39800.0
374,2016,Mazda,CX-5,used,Automatic,2.0,132500.0,63999.0
375,2014/2016,Toyota,Harrier,used,Automatic,2.0,82500.0,104999.0
376,2018,BMW,330e,used,Automatic,2.0,102500.0,89800.0
377,2017,Honda,Jazz,used,Automatic,1.5,107500.0,56800.0
378,2018,nan,,used,Automatic,2.0,107500.0,218000.0
379,2015,Honda,Jazz,used,Automatic,1.5,87500.0,49999.0
380,2014,Toyota,Vios,used,Automatic,1.5,92500.0,37999.0
381,2015,Nissan,X-Trail,used,Automatic,2.0,77500.0,44800.0
382,2017,Mercedes-Benz,E250,used,Automatic,2.0,52500.0,185000.0
383,2014/2019,Toyota,Alphard,used,Automatic,2.4,142500.0,109800.0
384,2013,Honda,Civic,used,Automatic,2.0,97500.0,39800.0
385,2015,BMW,X5,used,Automatic,3.0,87500.0,125800.0
386,2018,Peugeot,3008,used,Automatic,1.6,72500.0,62800.0
387,2014,BMW,320i,used,Automatic,2.0,122500.0,64800.0
388,2016,Mazda,CX-3,used,Automatic,2.0,42500.0,59999.0
389,2017,BMW,330e,used,Automatic,2.0,67500.0,79999.0
390,2012/2013,Nissan,Navara,used,Automatic,2.5,107500.0,33800.0
391,2017,BMW,X6,used,Automatic,3.0,117500.0,178000.0
392,2019,BMW,530e,used,Automatic,2.0,42500.0,162000.0
393,2016,Mitsubishi,Triton,used,Automatic,2.4,72500.0,65800.0
394,2015,BMW,328i,used,Automatic,2.0,122500.0,79800.0
395,2018,Honda,City,used,Automatic,1.5,112500.0,58800.0
396,2018,Mitsubishi,Triton,used,Automatic,2.4,107500.0,77000.0
397,2019,Honda,City,used,Automatic,1.5,52500.0,59800.0
398,2019/2021,nan,,used,Automatic,2.9,12500.0,638800.0
399,2014,Honda,City,used,Automatic,1.5,97500.0,39800.0
400,2014,Mazda,CX-5,used,Automatic,2.0,92500.0,47800.0
401,2013,Mazda,6,used,Automatic,2.0,92500.0,48800.0
402,2015,Porsche,Macan,used,Automatic,3.0,92500.0,189900.0
403,2016,Mercedes-Benz,C180,used,Automatic,1.6,47500.0,105000.0
404,2015/2017,Toyota,Harrier,used,Automatic,2.0,66000.0,100000.0
405,2014,Lexus,ES250,used,Automatic,2.5,82500.0,85800.0
406,2015,Nissan,Navara,used,Manual,2.5,72500.0,45800.0
407,2018,Nissan,Navara,used,Manual,2.5,67500.0,54800.0
408,2014,Toyota,Vellfire,used,Automatic,3.5,77500.0,112000.0
409,2013,Lexus,RX350,used,Automatic,3.5,132500.0,79900.0
410,2014,Mazda,CX-5,used,Automatic,2.0,147500.0,39900.0
411,2019,Nissan,Serena,used,Automatic,2.0,112500.0,90800.0
412,2015,Audi,A3,used,Automatic,1.4,57500.0,55999.0
413,2020,Toyota,Alphard,used,Automatic,2.5,67500.0,235000.0
414,2015,Mazda,6,used,Automatic,2.5,102500.0,75800.0
415,2017,Mazda,6,used,Automatic,2.5,62500.0,89999.0
416,2016,Toyota,Sienta,used,Automatic,1.5,72500.0,53800.0
417,2013/2014,Honda,City,used,Automatic,1.5,92500.0,25999.0
418,2014,Audi,A3,used,Automatic,1.4,147500.0,43800.0
419,2015/2017,nan,,used,Automatic,5.0,97500.0,268686.0
420,2014,Ford,Ranger,used,Manual,2.2,102500.0,42800.0
421,2015,Ford,Ranger,used,Manual,2.2,87500.0,49800.0
422,2015,Peugeot,3008,used,Automatic,1.6,72500.0,26800.0
423,2015,Toyota,Harrier,used,Automatic,2.0,77500.0,91888.0
424,2016,Nissan,Navara,used,Manual,2.5,87500.0,46800.0
425,2014,Honda,Accord,used,Automatic,2.0,112500.0,53800.0
426,2014,Mercedes-Benz,E200,used,Automatic,2.0,82500.0,86800.0
427,2013,Audi,A6,used,Automatic,2.0,132500.0,41888.0
428,2013/2014,BMW,320i,used,Automatic,2.0,92500.0,50888.0
429,2018,nan,,used,Automatic,3.0,97500.0,187999.0
430,2015,Nissan,Serena,used,Automatic,2.0,107500.0,56800.0
431,2016,Honda,HR-V,used,Automatic,1.8,82500.0,46800.0
432,2018,Mercedes-Benz,A200,used,Automatic,1.3,97500.0,136800.0
433,2018,Audi,A7,used,Automatic,3.0,42500.0,329800.0
434,2013,Toyota,Vellfire,used,Automatic,3.5,97500.0,86888.0
435,2018,Kia,Sportage,used,Automatic,2.0,47500.0,68800.0
436,2017,Perodua,AXIA,used,Automatic,1.0,92500.0,32800.0
437,2019,Honda,City,used,Automatic,1.5,77500.0,62800.0
438,2020,Perodua,Myvi,used,Automatic,1.5,72500.0,48800.0
439,2016,BMW,X1,used,Automatic,2.0,87500.0,82800.0
440,2020,nan,,used,Automatic,2.0,12500.0,288000.0
441,2019,Toyota,Alphard,used,Automatic,2.5,22500.0,248888.0
442,2019/2021,nan,,used,Automatic,2.9,12500.0,638800.0
443,2020,nan,,used,Automatic,2.0,32500.0,289000.0
444,2019,Toyota,Rush,used,Automatic,1.5,117500.0,61800.0
445,2017,Honda,Civic,used,Automatic,1.8,112500.0,70800.0
446,2018,Mazda,CX-5,used,Automatic,2.5,72500.0,98800.0
447,2018,nan,,used,Automatic,2.0,32500.0,141800.0
448,2016,Toyota,Hilux,used,Manual,2.5,82500.0,55800.0
449,2021,Volkswagen,Tiguan,used,Automatic,1.4,47500.0,116800.0
450,2020,Proton,Iriz,used,Automatic,1.6,42500.0,33800.0
451,2020,Perodua,AXIA,used,Automatic,1.0,72500.0,26800.0
452,2017,Toyota,Fortuner,used,Automatic,2.7,77500.0,115888.0
453,2015,Nissan,Serena,used,Automatic,2.0,77500.0,51800.0
454,2013,Toyota,Vellfire,used,Automatic,3.5,122500.0,79800.0
455,2019,Land,Rover Range Rover Sport,used,Automatic,3.0,32500.0,355800.0
456,2013,Isuzu,D-Max,used,Automatic,2.5,112500.0,49800.0
457,2014,Volkswagen,Beetle,used,Automatic,1.2,57500.0,59800.0
458,2016,Honda,Accord,used,Automatic,2.0,82500.0,79800.0
459,2014,Nissan,Teana,used,Automatic,2.0,92500.0,46800.0
460,2013,nan,,used,Automatic,1.8,122500.0,53800.0
461,2018,Mercedes-Benz,C200,used,Automatic,1.5,92500.0,151000.0
462,2017,Toyota,Harrier,used,Automatic,2.0,42500.0,159888.0
463,2019,Mercedes-Benz,C200,used,Automatic,1.5,72500.0,169800.0
464,2019,nan,,used,Automatic,3.0,32500.0,310000.0
465,2015,Honda,HR-V,used,Automatic,1.8,107500.0,52800.0
466,2013,Land,Rover Range Rover Evoque,used,Automatic,2.0,107500.0,78800.0
467,2019/2020,nan,,used,Automatic,3.0,12500.0,415000.0
468,2016,BMW,X4,used,Automatic,2.0,92500.0,119888.0
469,2019,Perodua,Alza,used,Automatic,1.5,92500.0,49800.0
470,2016,Perodua,Myvi,used,Automatic,1.5,62500.0,34900.0
471,2016,Honda,Accord,used,Automatic,2.0,77500.0,75000.0
472,2016/2018,Ford,MUSTANG,used,Automatic,2.3,72500.0,169999.0
473,2016,Mercedes-Benz,C200,used,Automatic,2.0,57500.0,115999.0
474,2012,Suzuki,Grand Vitara,used,Automatic,2.0,122500.0,20800.0
475,2017,Toyota,Sienta,used,Automatic,1.5,77500.0,63800.0
476,2013,Lexus,CT200h,used,Automatic,1.8,137500.0,45800.0
477,2018,Perodua,Myvi,used,Automatic,1.5,82500.0,44800.0
478,2016,Lexus,NX200t,used,Automatic,2.0,122500.0,148800.0
479,2013,Kia,Rio,used,Automatic,1.4,92500.0,29800.0
480,2015,Honda,HR-V,used,Automatic,1.8,132500.0,61800.0
481,2021,BMW,330i,used,Automatic,2.0,92500.0,210000.0
482,2022,nan,,used,Automatic,2.0,12500.0,320000.0
483,2017,Mitsubishi,Triton,used,Automatic,2.4,72500.0,72999.0
484,2017,Lexus,RX350,used,Automatic,3.5,67500.0,238888.0
485,2015,Volvo,XC60,used,Automatic,2.0,92500.0,76888.0
486,2018,Mazda,CX-5,used,Automatic,2.0,102500.0,96800.0
487,2019,BMW,X3,used,Automatic,2.0,72500.0,168500.0
488,2013,Honda,City,used,Automatic,1.5,97500.0,27999.0
489,2020,Perodua,Myvi,used,Automatic,1.5,67500.0,39800.0
490,2018,BMW,318i,used,Automatic,1.5,72500.0,83800.0
491,2014,Peugeot,2008,used,Automatic,1.6,122500.0,20800.0
492,2018,Mazda,CX-5,used,Automatic,2.2,62500.0,80800.0
493,2015,Mercedes-Benz,E250,used,Automatic,2.0,87500.0,97800.0
494,2018,Mercedes-Benz,C200,used,Automatic,2.0,132500.0,133800.0
495,2014,Perodua,AXIA,used,Automatic,1.0,57500.0,24800.0
496,2013,Proton,Saga,used,Automatic,1.3,97500.0,14800.0
497,2014,Proton,Inspira,used,Automatic,2.0,92500.0,26800.0
498,2015,Honda,CR-V,used,Automatic,2.0,102500.0,60800.0
499,2018,Toyota,Vellfire,used,Automatic,3.5,87500.0,198500.0
500,2014,Hyundai,Sonata,used,Automatic,2.0,122500.0,29800.0
501,2015,Mercedes-Benz,E300,used,Automatic,2.1,87500.0,59999.0
502,2015,Perodua,Alza,used,Automatic,1.5,87500.0,37999.0
503,2014,BMW,528i,used,Automatic,2.0,87500.0,85999.0
504,2018,Kia,Cerato,used,Automatic,1.6,57500.0,48999.0
505,2014,Honda,CR-V,used,Automatic,2.4,82500.0,47999.0
506,2015,Honda,CR-V,used,Automatic,2.4,82500.0,57999.0
507,2017,BMW,330e,used,Automatic,2.0,62500.0,73999.0
508,2015,Volkswagen,Passat,used,Automatic,1.8,87500.0,32999.0
509,2015,Hyundai,Tucson,used,Automatic,2.0,87500.0,35999.0
510,2016,Subaru,Forester,used,Automatic,2.0,87500.0,45999.0
511,2015,Mercedes-Benz,A250,used,Automatic,2.0,12500.0,109900.0
512,2019,Proton,X70,used,Automatic,1.8,52500.0,61800.0
513,2017,Isuzu,D-Max,used,Manual,2.5,92500.0,49800.0
514,2016,Kia,Sportage,used,Automatic,2.0,62500.0,44800.0
515,2015/2016,BMW,320i,used,Automatic,2.0,122500.0,85888.0
516,2013/2014,nan,,used,Automatic,4.7,112500.0,199900.0
517,2014,nan,,used,Automatic,3.5,117500.0,108800.0
518,2015,Mercedes-Benz,E300,used,Automatic,2.1,92500.0,63999.0
519,2018,Toyota,Innova,used,Automatic,2.0,92500.0,79999.0
520,2018,Volkswagen,Beetle,used,Automatic,1.2,42500.0,92800.0
521,2015,Honda,HR-V,used,Automatic,1.8,132500.0,45800.0
522,2018,BMW,X3,used,Automatic,2.0,48000.0,165000.0
523,2019,Isuzu,D-Max,used,Manual,2.5,52500.0,53800.0
524,2017,Mazda,CX-3,used,Automatic,2.0,82500.0,69800.0
525,2017,Honda,City,used,Automatic,1.5,92500.0,45999.0
526,2016,Mazda,3,used,Automatic,2.0,92500.0,45999.0
527,2019/2022,MINI,3 Door,used,Automatic,2.0,52500.0,149999.0
528,2019,Mazda,CX-5,used,Automatic,2.2,62500.0,87800.0
529,2013,Perodua,Alza,used,Automatic,1.5,117500.0,26800.0
530,2017,Honda,CR-V,used,Automatic,2.0,137500.0,68800.0
531,2019,Proton,X70,used,Automatic,1.8,52500.0,69800.0
532,2017,Volkswagen,Jetta,used,Automatic,1.4,67500.0,55999.0
533,2015/2016,Toyota,Vellfire,used,Automatic,2.5,72500.0,157999.0
534,2016,Mercedes-Benz,E250,used,Automatic,2.0,92500.0,123000.0
535,2017,Toyota,Vellfire,used,Automatic,3.5,77500.0,198000.0
536,2015,Mercedes-Benz,CLA250,used,Automatic,2.0,107500.0,122000.0
537,2016,Isuzu,D-Max,used,Manual,2.5,87500.0,41800.0
538,2015,Volkswagen,Golf,used,Automatic,1.4,87500.0,60888.0
539,2015,Kia,Cerato,used,Automatic,1.6,97500.0,35999.0
540,2015,Ford,Ranger,used,Automatic,2.2,117500.0,50800.0
541,2015/2016,Ford,Ranger,used,Manual,2.2,127500.0,56800.0
542,2014,Mazda,BT-50,used,Manual,2.5,142500.0,21900.0
543,2016/2017,Nissan,Navara,used,Automatic,2.5,82500.0,66999.0
544,2017,Nissan,Serena,used,Automatic,2.0,82500.0,63999.0
545,2015,Mazda,CX-5,used,Automatic,2.5,77500.0,55800.0
546,2019,Mercedes-Benz,E300,used,Automatic,2.0,42500.0,249000.0
547,2015,nan,,used,Automatic,3.0,97500.0,129800.0
548,2015,nan,,used,Automatic,3.5,97500.0,129999.0
549,2016,BMW,520i,used,Automatic,2.0,87500.0,109800.0
550,2013,Honda,Civic,used,Automatic,2.0,102500.0,36800.0
551,2014,Mazda,Biante,used,Automatic,2.0,92500.0,49999.0
552,2014/2015,Audi,A5,used,Automatic,2.0,107500.0,79888.0
553,2016,Toyota,Corolla Altis,used,Automatic,1.8,82500.0,70800.0
554,2017,Honda,HR-V,used,Automatic,1.8,77500.0,69800.0
555,2013,Kia,Rio,used,Automatic,1.4,102500.0,21999.0
556,2017,Perodua,AXIA,used,Automatic,1.0,77500.0,31999.0
557,2017,Honda,CR-V,used,Automatic,1.5,82500.0,95800.0
558,2018,Honda,City,used,Automatic,1.5,62500.0,59800.0
559,2017,Honda,HR-V,used,Automatic,1.8,82500.0,59500.0
560,2012,Honda,CR-V,used,Automatic,2.0,117500.0,33800.0
561,2016,Mazda,CX-3,used,Automatic,2.0,82500.0,63999.0
562,2019,Subaru,XV,used,Automatic,2.0,52500.0,75999.0
563,2016,BMW,318i,used,Automatic,1.5,57500.0,67999.0
564,2018,Subaru,XV,used,Automatic,2.0,62500.0,65999.0
565,2013,Ford,Ranger,used,Manual,2.2,132500.0,34800.0
566,2015,Peugeot,208,used,Automatic,1.6,82500.0,18999.0
567,2017,Toyota,Vellfire,used,Automatic,2.5,87500.0,169900.0
568,2017,Toyota,Corolla Altis,used,Automatic,1.8,107500.0,65800.0
569,2014,nan,,used,Automatic,1.6,147500.0,22800.0
570,2015,Honda,Accord,used,Automatic,2.4,92500.0,48800.0
571,2017,Honda,Accord,used,Automatic,2.0,92500.0,79800.0
572,2019,Nissan,Navara,used,Automatic,2.5,72500.0,66800.0
573,2014,Kia,Cerato,used,Automatic,1.6,92500.0,26999.0
574,2016,Mitsubishi,ASX,used,Automatic,2.0,72500.0,45999.0
575,2015,MINI,3 Door,used,Automatic,2.0,62500.0,98888.0
576,2015,Honda,HR-V,used,Automatic,1.8,82500.0,62888.0
577,2022,Ford,MUSTANG,used,Automatic,2.3,17500.0,298000.0
578,2015,Peugeot,508,used,Automatic,1.6,77500.0,27999.0
579,2020,nan,,used,Automatic,2.0,32500.0,325000.0
580,2022,Toyota,Alphard,used,Automatic,3.5,7500.0,490000.0
581,2021,Toyota,Alphard,used,Automatic,2.5,17500.0,298000.0
582,2014,Subaru,XV,used,Automatic,2.0,87500.0,33800.0
583,2014,Kia,Cerato,used,Automatic,1.6,112500.0,29800.0
584,2018,Honda,Jazz,used,Automatic,1.5,62500.0,56800.0
585,2016,Mazda,CX-5,used,Automatic,2.0,87500.0,63800.0
586,2017,Kia,Carnival,used,Automatic,2.2,92500.0,99800.0
587,2013,Toyota,Innova,used,Automatic,2.0,132500.0,33800.0
588,2016,Mercedes-Benz,C200,used,Automatic,2.0,22500.0,121800.0
589,2015,Lexus,ES250,used,Automatic,2.5,47500.0,96800.0
590,2017/2022,Toyota,Harrier,used,Automatic,2.0,72500.0,139800.0
591,2016/2017,Mercedes-Benz,E200,used,Automatic,2.0,82500.0,160999.0
592,2018,Honda,City,used,Automatic,1.5,57500.0,51999.0
593,2015,Hyundai,Tucson,used,Automatic,2.0,67500.0,59999.0
594,2020,Honda,Accord,used,Automatic,1.5,87500.0,139999.0
595,2021,Perodua,Aruz,used,Automatic,1.5,72500.0,59999.0
596,2016,Nissan,Navara,used,Automatic,2.5,57500.0,67999.0
597,2017,Honda,BR-V,used,Automatic,1.5,57500.0,49999.0
598,2014,Volkswagen,Beetle,used,Automatic,1.2,92500.0,49999.0
599,2014/2018,Toyota,Vellfire,used,Automatic,2.4,77500.0,119999.0
600,2012,BMW,520i,used,Automatic,2.0,127500.0,56900.0
601,2013,nan,,used,Automatic,2.0,107500.0,99900.0
602,2016,nan,,used,Automatic,3.6,97500.0,198500.0
603,2017,Land,Rover Range Rover Sport,used,Automatic,5.0,92500.0,268500.0
604,2017,nan,,used,Automatic,3.5,52500.0,248800.0
605,2017,Nissan,Almera,used,Automatic,1.5,67500.0,34999.0
606,2014,Volkswagen,Beetle,used,Automatic,1.2,67500.0,55999.0
607,2015,Mazda,CX-5,used,Automatic,2.0,62500.0,51999.0
608,2018,Toyota,Alphard,used,Automatic,3.5,97500.0,198500.0
609,2015,Honda,CR-V,used,Automatic,2.4,102500.0,65800.0
610,2014/2017,Toyota,Vellfire,used,Automatic,2.4,42500.0,106800.0
611,2018,Mazda,CX-5,used,Automatic,2.0,52500.0,115888.0
612,2018,Honda,Civic,used,Automatic,1.5,92500.0,99990.0
613,2015,Mercedes-Benz,C200,used,Automatic,2.0,97500.0,119000.0
614,2018,Honda,Civic,used,Automatic,1.5,77500.0,91800.0
615,2013,Honda,Jazz,used,Automatic,1.5,72500.0,34800.0
616,2018,Perodua,Myvi,used,Automatic,1.5,57500.0,46800.0
617,2014,Honda,Odyssey,used,Automatic,2.4,92500.0,85800.0
618,2018,Mazda,CX-5,used,Automatic,2.5,62500.0,98800.0
619,2016,Toyota,Camry,used,Automatic,2.5,57500.0,72999.0
620,2017,Volkswagen,Passat,used,Automatic,1.8,67500.0,59999.0
621,2019,Lexus,NX300,used,Automatic,2.0,12500.0,209000.0
622,2019,Honda,CR-V,used,Automatic,1.5,87500.0,106800.0
623,2018,Mazda,CX-5,used,Automatic,2.0,97500.0,96800.0
624,2018,Volkswagen,Beetle,used,Automatic,1.2,77500.0,99800.0
625,2014,Volkswagen,Beetle,used,Automatic,1.2,92500.0,59888.0
626,2016/2019,nan,,used,Automatic,5.7,62500.0,388800.0
627,2012,Volkswagen,Golf,used,Automatic,2.0,127500.0,55800.0
628,2015,Nissan,Teana,used,Automatic,2.0,92500.0,45999.0
629,2013,Toyota,Vios,used,Automatic,1.5,92500.0,37999.0
630,2017,Perodua,AXIA,used,Automatic,1.0,72500.0,26999.0
631,2017,BMW,118i,used,Automatic,1.5,77500.0,69999.0
632,2018,Honda,BR-V,used,Automatic,1.5,97500.0,53800.0
633,2016,Honda,CR-V,used,Automatic,2.4,82500.0,65800.0
634,2015,Mazda,CX-5,used,Automatic,2.0,97500.0,55800.0
635,2016,Honda,Jazz,used,Automatic,1.5,72500.0,46999.0
636,2014,Volkswagen,Golf,used,Automatic,2.0,132500.0,95800.0
637,2016,Perodua,Alza,used,Manual,1.5,92500.0,25800.0
638,2014,Volkswagen,Beetle,used,Automatic,1.2,107500.0,63800.0
639,2017,Nissan,X-Trail,used,Automatic,2.0,82500.0,47800.0
640,2014/2015,Toyota,Corolla Altis,used,Automatic,1.8,102500.0,48800.0
641,2020,Lexus,NX300,used,Automatic,2.0,42500.0,223000.0
642,2020,Mitsubishi,Outlander,used,Automatic,2.4,57500.0,99999.0
643,2015,Nissan,Grand Livina,used,Automatic,1.6,77500.0,32999.0
644,2019,Proton,X70,used,Automatic,1.8,97500.0,59999.0
645,2014,nan,,used,Automatic,1.6,87500.0,22800.0
646,2016,Honda,CR-V,used,Automatic,2.4,102500.0,65800.0
647,2013,Perodua,Myvi,used,Automatic,1.5,122500.0,27300.0
648,2015,nan,,used,Automatic,2.0,62500.0,63800.0
