,year_produce,brand,model,car_type,gear_type,engine_cap,year_extracted,mileage,old_price
657,2014,Toyota,Land Cruiser Prado,used,Automatic,2.7,2023,92500,149888
658,2014,Subaru,Forester,used,Automatic,2,2023,72500,49999
659,2014,Isuzu,D-Max,used,Manual,2.5,2023,57500,59800
660,2014,Mercedes,GLA250,used,Automatic,2,2023,77500,99888
661,2019,Mercedes,GLC300,used,Automatic,2,2023,32500,269900
662,2019,Volkswagen,Polo,used,Automatic,1.6,2023,27500,32800
663,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,82500,33888
664,2015,Audi,A3,used,Automatic,1.4,2023,57500,54999
665,2015,Volvo,V40,used,Automatic,2,2023,67500,45999
666,2015,Honda,HR-V,used,Automatic,1.8,2023,82500,59999
667,2015,Toyota,Vellfire,used,Automatic,2.4,2023,112500,109999
668,2018,Porsche,718,used,Automatic,2,2023,37500,398000
669,2018,Perodua,AXIA,used,Automatic,1,2023,62500,28999
670,2018,Mazda,CX-5,used,Automatic,2,2023,82500,43800
671,2018,Kia,Sportage,used,Automatic,2,2023,72500,57800
672,2018,BMW,730Li,used,Automatic,3,2023,97500,128500
673,2018,Honda,City,used,Automatic,1.5,2023,72500,61800
674,2018,Honda,Jazz,used,Automatic,1.5,2023,97500,47800
676,2016,Lexus,RX200t,used,Automatic,2,2023,77500,198800
677,2015,Mercedes,E250,used,Automatic,2,2023,87500,137999
678,2015,Mercedes,A250,used,Automatic,2,2023,72500,169999
679,2017,Mazda,2,used,Automatic,1.5,2023,82500,49999
680,2017,Honda,City,used,Automatic,1.5,2023,47500,49999
681,2017,Toyota,Vios,used,Automatic,1.5,2023,72500,39999
682,2017,Honda,City,used,Automatic,1.5,2023,62500,47999
683,2017,Toyota,Vios,used,Automatic,1.5,2023,82500,46999
685,2017,Toyota,Land Cruiser,used,Automatic,3.3,2023,12500,555000
686,2017,Honda,City,used,Automatic,1.5,2023,62500,62800
687,2017,Subaru,XV,used,Automatic,2,2023,77500,45800
688,2017,MINI,Countryman,used,Automatic,2,2023,27500,159888
690,2017,Perodua,Myvi,used,Automatic,1.3,2023,77500,23800
691,2017,Subaru,XV,used,Automatic,2,2023,92500,56800
692,2017,Hyundai,Elantra,used,Automatic,1.6,2023,92500,26999
693,2017,Nissan,X-Trail,used,Automatic,2,2023,52500,59999
694,2017,Toyota,Harrier,used,Automatic,2,2023,47500,189000
695,2017,Honda,CR-V,used,Automatic,2,2023,97500,63800
696,2017,Mercedes,C250,used,Automatic,2,2023,62500,149000
697,2017,Hyundai,Ioniq,used,Automatic,1.6,2023,62500,45999
698,2017,Ford,MUSTANG,used,Automatic,2.3,2023,52500,199000
699,2017,BMW,520i,used,Automatic,2,2023,92500,68000
700,2017,Perodua,Myvi,used,Automatic,1.5,2023,92500,45800
701,2017,Mercedes,CLA200,used,Automatic,1.6,2023,82500,108500
702,2017,Honda,Accord,used,Automatic,2,2023,97500,48800
704,2017,BMW,520i,used,Automatic,2,2023,72500,109999
705,2016,Land,Rover Range Rover Evoque,used,Automatic,2,2023,82500,109999
706,2016,Toyota,Harrier,used,Automatic,2,2023,77500,129888
707,2016,Honda,Civic,used,Automatic,1.5,2023,42500,111999
708,2016,Nissan,Almera,used,Automatic,1.5,2023,117500,22000
709,2016,Perodua,Alza,used,Automatic,1.5,2023,162500,34000
710,2016,Toyota,Vios,used,Automatic,1.5,2023,72500,56800
711,2016,Mitsubishi,Triton,used,Automatic,2.4,2023,67500,64800
712,2016,Ford,Ranger,used,Automatic,2,2023,52500,148800
713,2016,Toyota,Harrier,used,Automatic,2,2023,92500,115800
714,2016,Honda,Jazz,used,Automatic,1.5,2023,72500,62000
716,2016,Honda,CR-V,used,Automatic,2,2023,87500,59999
717,2016,Mercedes,GLA250,used,Automatic,2,2023,37500,145888
718,2017,Ford,MUSTANG,used,Automatic,2.3,2023,42500,182999
719,2017,Toyota,Vios,used,Automatic,1.5,2023,97500,44800
720,2017,Ford,Ranger,used,Automatic,2,2023,72500,79800
721,2017,Hyundai,Sonata,used,Automatic,2,2023,72500,45800
722,2017,Porsche,Boxster,used,Automatic,2.7,2023,27500,248000
723,2017,Proton,Iriz,used,Automatic,1.6,2023,92500,19800
724,2017,BMW,428i,used,Automatic,2,2023,122500,92999
725,2017,Honda,HR-V,used,Automatic,1.8,2023,72500,59999
726,2017,BMW,X1,used,Automatic,2,2023,88300,117000
727,2017,Perodua,Myvi,used,Automatic,1.3,2023,97500,21999
728,2017,BMW,X3,used,Automatic,2,2023,87500,149999
729,2017,Volkswagen,Beetle,used,Automatic,1.2,2023,82500,55999
732,2014,Toyota,Estima,used,Automatic,2.4,2023,92500,116800
734,2014,BMW,320i,used,Automatic,2,2023,77500,66800
735,2014,Mercedes,C200,used,Automatic,2,2023,112500,113800
736,2017,Toyota,Estima,used,Automatic,2.4,2023,37500,169800
737,2017,Toyota,Estima,used,Automatic,2.4,2023,32500,169000
738,2017,Toyota,Alphard,used,Automatic,2.5,2023,62500,189800
739,2017,Perodua,Myvi,used,Automatic,1.3,2023,102500,22999
740,2017,Isuzu,D-Max,used,Manual,2.5,2023,122500,39999
741,2017,Honda,Civic,used,Automatic,1.8,2023,77500,77999
742,2017,Proton,X70,used,Automatic,1.8,2023,67500,65999
743,2017,Perodua,AXIA,used,Automatic,1,2023,37500,26999
744,2017,Perodua,Myvi,used,Automatic,1.5,2023,117500,34999
745,2017,Mercedes,GLA250,used,Automatic,2,2023,67500,142999
746,2017,Honda,Jazz,used,Automatic,1.5,2023,67500,54300
747,2017,Mercedes,GLA200,used,Automatic,1.6,2023,72500,119800
748,2017,Honda,Jazz,used,Automatic,1.5,2023,92500,41800
749,2017,Nissan,Navara,used,Automatic,2.5,2023,72500,59800
750,2017,Mercedes,GLC250,used,Automatic,2,2023,57500,159888
751,2017,Porsche,Macan,used,Automatic,2,2023,27500,323000
752,2017,Perodua,Myvi,used,Automatic,1.5,2023,142500,27300
753,2017,Mercedes,A250,used,Automatic,2,2023,117500,108000
755,2017,Toyota,Alphard,used,Automatic,2.5,2023,27500,265800
756,2017,Mazda,CX-5,used,Automatic,2,2023,97500,52800
757,2017,Ford,MUSTANG,used,Automatic,2.3,2023,22500,288000
758,2017,Isuzu,D-Max,used,Manual,2.5,2023,72500,52800
759,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,47500,35000
760,2015,Volkswagen,Beetle,used,Automatic,1.2,2023,67500,62888
761,2014,Toyota,Alphard,used,Automatic,2.4,2023,57500,125800
762,2014,Nissan,Navara,used,Manual,2.5,2023,82500,61800
763,2014,Honda,CR-V,used,Automatic,2.4,2023,87500,65800
764,2014,Toyota,Harrier,used,Automatic,2,2023,67500,99800
765,2014,Toyota,Vellfire,used,Automatic,2.5,2023,52500,209000
766,2014,Toyota,FJ Cruiser,used,Automatic,4,2023,117500,148888
767,2014,Subaru,XV,used,Automatic,2,2023,77500,48800
770,2014,Lexus,NX300,used,Automatic,2,2023,37500,199000
771,2014,Toyota,Alphard,used,Automatic,3.5,2023,2500,439000
772,2014,Volkswagen,Vento,used,Automatic,1.6,2023,107500,29800
773,2014,MINI,Countryman,used,Automatic,2,2023,62000,175000
774,2014,Toyota,Vellfire,used,Automatic,2.5,2023,57500,195888
775,2014,Toyota,Land Cruiser Prado,used,Automatic,2.8,2023,42500,293000
776,2014,Ford,MUSTANG,used,Automatic,2.3,2023,12500,293000
778,2014,Volkswagen,Tiguan,used,Automatic,1.4,2023,32500,95888
779,2014,Toyota,Alphard,used,Automatic,2.5,2023,57500,218000
780,2014,Peugeot,308,used,Automatic,1.6,2023,72500,16800
782,2014,Honda,City,used,Automatic,1.5,2023,72500,52800
783,2014,Honda,CR-V,used,Automatic,2,2023,97500,96800
784,2014,BMW,528i,used,Automatic,2,2023,92500,112888
785,2014,Proton,Exora,used,Automatic,1.6,2023,82500,39888
786,2014,Ford,MUSTANG,used,Automatic,2.3,2023,47500,223000
787,2014,Proton,Perdana,used,Automatic,2,2023,82500,41800
788,2014,Perodua,Myvi,used,Automatic,1.5,2023,107500,48800
789,2014,Audi,A3,used,Automatic,1.4,2023,72500,54800
790,2014,Mercedes,A180,used,Automatic,1.3,2023,52500,149000
792,2014,BMW,528i,used,Automatic,2,2023,97500,71000
793,2014,Toyota,Vellfire,used,Automatic,2.5,2023,37500,235000
794,2014,Toyota,Alphard,used,Automatic,2.5,2023,72500,248000
795,2014,Mercedes,C250,used,Automatic,2,2023,107500,155000
796,2014,Isuzu,D-Max,used,Manual,2.5,2023,92500,39800
797,2014,Toyota,Land Cruiser,used,Automatic,3.3,2023,2500,558000
798,2014,Mitsubishi,Triton,used,Automatic,2.5,2023,87500,59800
799,2014,Toyota,Vellfire,used,Automatic,2.5,2023,32500,236900
800,2014,Hyundai,Grand Starex,used,Automatic,2.5,2023,137500,69875
801,2014,Hyundai,Grand Starex,used,Automatic,2.5,2023,77500,126875
802,2014,BMW,X5,used,Automatic,2,2023,67500,111800
803,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,32500,36888
804,2015,Volkswagen,Polo,used,Automatic,1.6,2023,82369,36800
805,2015,Mazda,8,used,Automatic,2.3,2023,82500,55999
806,2015,BMW,316i,used,Automatic,1.6,2023,62500,57999
807,2015,Hyundai,Ioniq,used,Automatic,1.6,2023,47500,43999
808,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,77500,30999
809,2015,Hyundai,Elantra,used,Automatic,2,2023,57500,55999
810,2015,Volkswagen,Tiguan,used,Automatic,1.4,2023,47500,79999
811,2015,Peugeot,2008,used,Automatic,1.6,2023,77500,24999
812,2015,Volkswagen,Passat,used,Automatic,1.8,2023,52500,59999
813,2015,Volkswagen,Vento,used,Automatic,1.2,2023,82500,29999
814,2015,Peugeot,3008,used,Automatic,1.6,2023,52500,69999
815,2015,Toyota,Camry,used,Automatic,2.5,2023,72500,76999
817,2015,Mitsubishi,Triton,used,Automatic,2.5,2023,87500,61999
818,2015,Honda,City,used,Automatic,1.5,2023,92500,58999
819,2015,Honda,City,used,Automatic,1.5,2023,52500,56999
820,2015,Mitsubishi,Triton,used,Manual,2.5,2023,57500,69999
821,2015,Peugeot,3008,used,Automatic,1.6,2023,32500,69999
822,2015,Honda,Civic,used,Automatic,1.5,2023,67500,84999
823,2015,Honda,City,used,Automatic,1.5,2023,77500,51999
824,2015,Proton,Preve,used,Automatic,1.6,2023,72500,29999
825,2015,Honda,CR-V,used,Automatic,1.5,2023,82500,92800
826,2015,Honda,CR-V,used,Automatic,2,2023,102500,63800
827,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,87500,29999
828,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,82500,27999
829,2015,Mazda,3,used,Automatic,2,2023,87500,57999
830,2015,Mazda,Biante,used,Automatic,2,2023,92500,65999
831,2015,Mazda,6,used,Automatic,2.5,2023,87500,68999
832,2015,Volkswagen,Vento,used,Automatic,1.2,2023,62500,38999
833,2015,Peugeot,3008,used,Automatic,1.6,2023,52500,75999
834,2015,Hyundai,Grand Starex,used,Automatic,2.5,2023,67500,148875
835,2015,Toyota,Camry,used,Automatic,2.5,2023,112500,65800
836,2015,Honda,BR-V,used,Automatic,1.5,2023,62500,52999
837,2015,Mazda,3,used,Automatic,2,2023,107500,42999
838,2015,Mazda,CX-5,used,Automatic,2.2,2023,92500,58999
839,2015,Mercedes,E250,used,Automatic,2,2023,77500,159999
840,2015,Honda,City,used,Automatic,1.5,2023,52500,62999
841,2015,Honda,BR-V,used,Automatic,1.5,2023,72500,52999
842,2015,Toyota,Alphard,used,Automatic,3.5,2023,12500,328000
843,2015,Lexus,NX300,used,Automatic,2,2023,32500,238000
844,2015,BMW,X1,used,Automatic,2,2023,72500,55999
845,2015,Ford,Ranger,used,Automatic,3.2,2023,77500,63999
846,2015,Toyota,Corolla Altis,used,Automatic,1.8,2023,62500,69999
847,2015,Audi,A3,used,Automatic,1.4,2023,107500,49999
848,2017,Hyundai,Grand Starex,used,Automatic,2.5,2023,122500,118875
849,2017,Toyota,Camry,used,Automatic,2.5,2023,72500,72999
850,2017,Toyota,Vios,used,Automatic,1.5,2023,62500,59999
851,2017,Mazda,6,used,Automatic,2.5,2023,82500,79999
852,2017,Mazda,3,used,Automatic,2,2023,82500,49999
853,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,77500,38888
854,2015,Hyundai,Grand Starex,used,Automatic,2.5,2023,107500,108875
855,2015,Mercedes,C200,used,Automatic,1.5,2023,62500,168000
856,2015,Nissan,X-Trail,used,Automatic,2,2023,42500,68888
857,2015,Honda,Civic,used,Automatic,1.5,2023,52500,77800
858,2015,Proton,X70,used,Automatic,1.8,2023,72500,62999
859,2015,Honda,City,used,Automatic,1.5,2023,62500,52999
860,2015,Nissan,Sylphy,used,Automatic,1.8,2023,87500,31999
861,2015,Honda,Civic,used,Automatic,1.5,2023,102500,86000
862,2015,Honda,City,used,Automatic,1.5,2023,87500,39999
863,2015,Perodua,Alza,used,Automatic,1.5,2023,82500,37999
864,2015,Honda,CR-V,used,Automatic,2.4,2023,87500,60999
865,2015,Mazda,CX-5,used,Automatic,2.2,2023,77500,58999
866,2015,Hyundai,Sonata,used,Automatic,2,2023,77500,40999
867,2015,Mazda,CX-5,used,Automatic,2.5,2023,92500,52999
868,2015,Mazda,CX-5,used,Automatic,2,2023,87500,54999
869,2015,Proton,Exora,used,Automatic,1.6,2023,32500,45999
870,2013,BMW,X1,used,Automatic,2,2023,92500,39999
872,2013,Proton,Saga,used,Automatic,1.3,2023,32500,29999
873,2013,Proton,Iriz,used,Automatic,1.6,2023,42500,36999
874,2013,Toyota,Camry,used,Automatic,2,2023,87500,49999
875,2013,Nissan,Serena,used,Automatic,2,2023,87500,57999
876,2013,Perodua,Myvi,used,Automatic,1.5,2023,32500,49800
877,2013,Volkswagen,Tiguan,used,Automatic,2,2023,137500,36788
878,2013,Mazda,CX-5,used,Automatic,2,2023,72500,99788
879,2013,Volvo,XC60,used,Automatic,2,2023,112500,83788
880,2013,Ford,Kuga,used,Automatic,1.6,2023,87500,29788
881,2013,Volvo,V40,used,Automatic,2,2023,107500,62788
882,2013,Audi,Q3,used,Automatic,2,2023,112500,53688
883,2013,Proton,Exora,used,Automatic,1.6,2023,62500,28999
884,2013,Kia,Sorento,used,Automatic,2.4,2023,87500,69999
885,2013,Honda,BR-V,used,Automatic,1.5,2023,72500,49999
886,2013,Mazda,CX-5,used,Automatic,2.2,2023,42500,89999
887,2013,Proton,Iriz,used,Automatic,1.6,2023,22500,33999
888,2013,Volkswagen,Passat,used,Automatic,1.8,2023,57500,69999
889,2013,Proton,X70,used,Automatic,1.8,2023,47500,62999
890,2013,Proton,Ertiga,used,Automatic,1.4,2023,42500,34999
891,2013,Nissan,Navara,used,Automatic,2.5,2023,62500,69999
892,2013,Proton,Perdana,used,Automatic,2,2023,62500,47999
893,2013,Audi,A3,used,Automatic,1.4,2023,67500,54999
894,2013,Nissan,Teana,used,Automatic,2,2023,72500,47999
895,2013,Hyundai,Elantra,used,Automatic,1.6,2023,107500,29988
896,2013,Haval,H1,used,Automatic,1.5,2023,37500,32788
897,2013,Proton,Preve,used,Automatic,1.6,2023,42500,32999
898,2013,Mazda,3,used,Automatic,2,2023,97500,45999
899,2013,Honda,Accord,used,Automatic,2,2023,77500,61999
900,2013,Volvo,V40,used,Automatic,1.6,2023,72500,42999
901,2013,Hyundai,Grand Starex,used,Automatic,2.5,2023,112500,67875
902,2013,Kia,Sportage,used,Automatic,2,2023,72500,59999
903,2013,Peugeot,508,used,Automatic,1.6,2023,62500,49999
904,2013,Peugeot,508,used,Automatic,1.6,2023,92500,29999
905,2013,Honda,CR-V,used,Automatic,2.4,2023,87500,60999
906,2013,Kia,Cerato,used,Automatic,1.6,2023,52500,52999
907,2013,Nissan,X-Trail,used,Automatic,2,2023,72500,49999
908,2013,Mazda,6,used,Automatic,2,2023,72500,60999
909,2013,Honda,BR-V,used,Automatic,1.5,2023,57500,52999
910,2013,Toyota,Vios,used,Automatic,1.5,2023,97500,69800
911,2013,Mazda,CX-5,used,Automatic,2.2,2023,52500,91999
912,2013,Proton,Perdana,used,Automatic,2.4,2023,52500,55999
913,2013,Toyota,Camry,used,Automatic,2.5,2023,82500,57999
914,2013,Volkswagen,Passat,used,Automatic,1.8,2023,92500,27999
915,2013,Hyundai,Elantra,used,Automatic,1.8,2023,72500,36999
916,2013,Perodua,Bezza,used,Automatic,1.3,2023,52500,31999
917,2013,Toyota,Alphard,used,Automatic,2.5,2023,32500,318000
918,2013,Mazda,6,used,Automatic,2,2023,97500,70800
919,2013,Mazda,Biante,used,Automatic,2,2023,42500,65999
920,2013,Peugeot,208,used,Automatic,1.6,2023,72500,20999
921,2013,Honda,Accord,used,Automatic,2,2023,82500,57999
922,2013,Mazda,CX-5,used,Automatic,2.5,2023,107500,52999
924,2015,Toyota,Vellfire,used,Automatic,2.5,2023,77500,178888
925,2015,Volkswagen,Passat,used,Automatic,1.8,2023,102500,34999
926,2015,Porsche,718,used,Automatic,2,2023,12500,312800
927,2015,Mercedes,E200,used,Automatic,2,2023,132500,152800
928,2015,Honda,Civic,used,Automatic,1.5,2023,57500,84800
929,2015,Honda,BR-V,used,Automatic,1.5,2023,77500,53999
930,2015,Honda,BR-V,used,Automatic,1.5,2023,77500,54999
931,2015,Perodua,Aruz,used,Automatic,1.5,2023,67500,54999
932,2015,Volkswagen,Cross Touran,used,Automatic,1.4,2023,82500,31999
933,2013,Ford,Fiesta,used,Automatic,1.5,2023,72500,21999
934,2013,Honda,Jazz,used,Automatic,1.5,2023,97500,50999
935,2013,Toyota,Fortuner,used,Automatic,2.7,2023,72500,102999
936,2013,Kia,Picanto,used,Manual,1.2,2023,87500,19999
937,2013,Ford,Focus,used,Automatic,2,2023,52500,25999
938,2013,Mazda,3,used,Automatic,2,2023,72500,48999
939,2015,Mercedes,A200,used,Automatic,1.6,2023,82500,94999
940,2015,Perodua,Alza,used,Automatic,1.5,2023,37500,49999
941,2014,Mercedes,A45 AMG,used,Automatic,2,2023,47500,139000
942,2014,Honda,Accord,used,Automatic,2.4,2023,112500,96800
943,2014,Hyundai,Grand Starex,used,Automatic,2.5,2023,47500,107875
944,2014,Kia,Sorento,used,Automatic,2.2,2023,107500,68800
945,2014,Ford,EcoSport,used,Automatic,1.5,2023,57500,31888
946,2014,Honda,HR-V,used,Automatic,1.8,2023,87500,63800
947,2014,Audi,A4,used,Automatic,1.8,2023,92500,49800
948,2014,Proton,Perdana,used,Automatic,2,2023,67500,33000
949,2014,Mercedes,CLA200,used,Automatic,1.6,2023,87500,93800
953,2014,Toyota,Vios,used,Automatic,1.5,2023,117500,43800
954,2018,Perodua,Myvi,used,Automatic,1.5,2023,77500,42800
955,2018,Proton,Persona,used,Automatic,1.6,2023,102500,30800
956,2018,BMW,530i,used,Automatic,2,2023,47500,203800
957,2018,BMW,328i,used,Automatic,2,2023,92500,84800
958,2018,Volkswagen,Golf,used,Automatic,2,2023,137500,82800
959,2018,BMW,328i,used,Automatic,2,2023,87500,60800
960,2018,Ssangyong,Stavic,used,Automatic,2,2023,102500,27800
961,2018,Mercedes,B200,used,Automatic,1.6,2023,87500,48800
962,2018,Mazda,3,used,Automatic,2,2023,97500,51800
963,2018,Honda,HR-V,used,Automatic,1.8,2023,102500,69800
964,2018,Honda,Civic,used,Automatic,2,2023,87500,57800
965,2018,Mazda,CX-5,used,Automatic,2,2023,97500,58800
966,2018,Toyota,Vios,used,Automatic,1.5,2023,77500,51800
967,2018,Mazda,2,used,Automatic,1.5,2023,72500,50800
968,2018,Land,Rover Range Rover Evoque,used,Automatic,2,2023,127500,72800
969,2018,Subaru,XV,used,Automatic,2,2023,77500,36800
970,2018,MINI,Countryman,used,Automatic,1.6,2023,62500,86800
971,2018,Isuzu,D-Max,used,Automatic,2.5,2023,37500,70800
973,2018,Mazda,CX-5,used,Automatic,2,2023,137500,52000
